State_Alpha,County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
CO,La Plata County,34350,39250,44150,49050,53000,56900,60850,64750,20650,23600,26550,29450,32470,37190,41910,46630,54950,62800,70650,78450,84750,91050,97300,103600
CO,Larimer County,37600,42950,48300,53650,57950,62250,66550,70850,22550,25800,29000,32200,34800,37400,41910,46630,60100,68650,77250,85800,92700,99550,106400,113300
CO,Las Animas County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Lincoln County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Logan County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Mesa County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Mineral County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Moffat County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Montezuma County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Montrose County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Morgan County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Otero County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Ouray County,31050,35450,39900,44300,47850,51400,54950,58500,18650,21300,23950,27750,32470,37190,41910,46630,49600,56700,63800,70850,76550,82200,87900,93550
CO,Park County,41050,46900,52750,58600,63300,68000,72700,77400,24650,28150,31650,35150,38000,40800,43600,46630,62600,71550,80500,89400,96600,103750,110900,118050
CO,Phillips County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Pitkin County,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,41910,46630,60500,69150,77800,86400,93350,100250,107150,114050
CO,Prowers County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Pueblo County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Rio Blanco County,29550,33750,37950,42150,45550,48900,52300,55650,17750,20250,23030,27750,32470,37190,41910,46630,47250,54000,60750,67450,72850,78250,83650,89050
CO,Rio Grande County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Routt County,35850,40950,46050,51150,55250,59350,63450,67550,21500,24600,27650,30700,33200,37190,41910,46630,57300,65500,73700,81850,88400,94950,101500,108050
CO,Saguache County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,San Juan County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,San Miguel County,33500,38250,43050,47800,51650,55450,59300,63100,20100,23000,25850,28700,32470,37190,41910,46630,53550,61200,68850,76500,82650,88750,94900,101000
CO,Sedgwick County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Summit County,36650,41900,47150,52350,56550,60750,64950,69150,22000,25150,28300,31400,33950,37190,41910,46630,58650,67000,75400,83750,90450,97150,103850,110550
CO,Teller County,30950,35400,39800,44200,47750,51300,54850,58350,18550,21200,23850,27750,32470,37190,41910,46630,49500,56600,63650,70700,76400,82050,87700,93350
CO,Washington County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
CO,Weld County,34650,39600,44550,49500,53500,57450,61400,65350,20800,23800,26750,29700,32470,37190,41910,46630,55450,63400,71300,79200,85550,91900,98250,104550
CO,Yuma County,28800,32900,37000,41100,44400,47700,51000,54300,17300,19750,23030,27750,32470,37190,41910,46630,46050,52600,59200,65750,71050,76300,81550,86800
