State_Alpha,County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
OH,Adams County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Allen County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Ashland County,26250,30000,33750,37450,40450,43450,46450,49450,15750,18310,23030,27750,32470,37190,41910,46630,41950,47950,53950,59900,64700,69500,74300,79100
OH,Ashtabula County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Athens County,26250,30000,33750,37450,40450,43450,46450,49450,15750,18310,23030,27750,32470,37190,41910,46630,41950,47950,53950,59900,64700,69500,74300,79100
OH,Auglaize County,30800,35200,39600,43950,47500,51000,54500,58050,18450,21100,23750,27750,32470,37190,41910,46630,49250,56250,63300,70300,75950,81550,87200,92800
OH,Belmont County,25650,29300,32950,36600,39550,42500,45400,48350,15400,18310,23030,27750,32470,37190,41910,46630,41000,46850,52700,58550,63250,67950,72650,77300
OH,Brown County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Butler County,33450,38200,43000,47750,51600,55400,59250,63050,20100,22950,25800,28650,32470,37190,41910,46630,53500,61150,68800,76400,82550,88650,94750,100850
OH,Carroll County,26950,30800,34650,38450,41550,44650,47700,50800,16150,18450,23030,27750,32470,37190,41910,46630,43050,49200,55350,61500,66450,71350,76300,81200
OH,Champaign County,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,23030,27750,32470,37190,41910,46630,44000,50250,56550,62800,67850,72850,77900,82900
OH,Clark County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Clermont County,33450,38200,43000,47750,51600,55400,59250,63050,20100,22950,25800,28650,32470,37190,41910,46630,53500,61150,68800,76400,82550,88650,94750,100850
OH,Clinton County,26000,29700,33400,37100,40100,43050,46050,49000,15600,18310,23030,27750,32470,37190,41910,46630,41550,47500,53450,59350,64100,68850,73600,78350
OH,Columbiana County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Coshocton County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Crawford County,25950,29650,33350,37050,40050,43000,45950,48950,15600,18310,23030,27750,32470,37190,41910,46630,41550,47450,53400,59300,64050,68800,73550,78300
OH,Cuyahoga County,29900,34200,38450,42700,46150,49550,52950,56400,17950,20500,23050,27750,32470,37190,41910,46630,47850,54650,61500,68300,73800,79250,84700,90200
OH,Darke County,26000,29700,33400,37100,40100,43050,46050,49000,15600,18310,23030,27750,32470,37190,41910,46630,41550,47500,53450,59350,64100,68850,73600,78350
OH,Defiance County,27500,31400,35350,39250,42400,45550,48700,51850,16500,18850,23030,27750,32470,37190,41910,46630,44000,50250,56550,62800,67850,72850,77900,82900
OH,Delaware County,32800,37500,42200,46850,50600,54350,58100,61850,19700,22500,25300,28100,32470,37190,41910,46630,52500,60000,67500,74950,80950,86950,92950,98950
OH,Erie County,27450,31350,35250,39150,42300,45450,48550,51700,16450,18800,23030,27750,32470,37190,41910,46630,43900,50150,56400,62650,67700,72700,77700,82700
