State_Alpha,County_Name,il50_p1,il50_p2,il50_p3,il50_p4,il50_p5,il50_p6,il50_p7,il50_p8,il30_p1,il30_p2,il30_p3,il30_p4,il30_p5,il30_p6,il30_p7,il30_p8,il80_p1,il80_p2,il80_p3,il80_p4,il80_p5,il80_p6,il80_p7,il80_p8
ND,Adams County,33600,38400,43200,48000,51850,55700,59550,63400,20200,23050,25950,28800,32470,37190,41910,46630,53800,61450,69150,76800,82950,89100,95250,101400
ND,Barnes County,33500,38250,43050,47800,51650,55450,59300,63100,20100,23000,25850,28700,32470,37190,41910,46630,53550,61200,68850,76500,82650,88750,94900,101000
ND,Benson County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Billings County,40650,46450,52250,58050,62700,67350,72000,76650,24400,27900,31400,34850,37650,40450,43250,46630,62600,71550,80500,89400,96600,103750,110900,118050
ND,Bottineau County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Bowman County,34450,39350,44250,49150,53100,57050,60950,64900,20650,23600,26550,29500,32470,37190,41910,46630,55100,62950,70800,78650,84950,91250,97550,103850
ND,Burke County,36600,41800,47050,52250,56450,60650,64800,69000,21950,25100,28250,31350,33900,37190,41910,46630,58550,66900,75250,83600,90300,97000,103700,110400
ND,Burleigh County,35950,41050,46200,51300,55450,59550,63650,67750,21600,24650,27750,30800,33300,37190,41910,46630,57500,65700,73900,82100,88700,95250,101850,108400
ND,Cass County,35200,40200,45250,50250,54300,58300,62350,66350,21150,24150,27150,30150,32600,37190,41910,46630,56300,64350,72400,80400,86850,93300,99700,106150
ND,Cavalier County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Dickey County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Divide County,35000,40000,45000,49950,53950,57950,61950,65950,21000,24000,27000,29950,32470,37190,41910,46630,55950,63950,71950,79900,86300,92700,99100,105500
ND,Dunn County,37800,43200,48600,54000,58350,62650,67000,71300,22700,25950,29200,32400,35000,37600,41910,46630,60500,69150,77800,86400,93350,100250,107150,114050
ND,Eddy County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Emmons County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Foster County,33600,38400,43200,48000,51850,55700,59550,63400,20200,23050,25950,28800,32470,37190,41910,46630,53800,61450,69150,76800,82950,89100,95250,101400
ND,Golden Valley County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Grand Forks County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Grant County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Griggs County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Hettinger County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Kidder County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,LaMoure County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Logan County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,McHenry County,33500,38300,43100,47850,51700,55550,59350,63200,20100,23000,25850,28700,32470,37190,41910,46630,53600,61250,68900,76550,82700,88800,94950,101050
ND,McIntosh County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,McKenzie County,33950,38800,43650,48500,52400,56300,60150,64050,20400,23300,26200,29100,32470,37190,41910,46630,54350,62100,69850,77600,83850,90050,96250,102450
ND,McLean County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Mercer County,38100,43550,49000,54400,58800,63150,67500,71850,22900,26150,29400,32650,35300,37900,41910,46630,60950,69650,78350,87050,94050,101000,107950,114950
ND,Morton County,35950,41050,46200,51300,55450,59550,63650,67750,21600,24650,27750,30800,33300,37190,41910,46630,57500,65700,73900,82100,88700,95250,101850,108400
ND,Mountrail County,33450,38200,43000,47750,51600,55400,59250,63050,20100,22950,25800,28650,32470,37190,41910,46630,53500,61150,68800,76400,82550,88650,94750,100850
ND,Nelson County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Oliver County,35950,41050,46200,51300,55450,59550,63650,67750,21600,24650,27750,30800,33300,37190,41910,46630,57500,65700,73900,82100,88700,95250,101850,108400
ND,Pembina County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Pierce County,32600,37250,41900,46550,50300,54000,57750,61450,19600,22400,25200,27950,32470,37190,41910,46630,52150,59600,67050,74500,80500,86450,92400,98350
ND,Ramsey County,32800,37500,42200,46850,50600,54350,58100,61850,19700,22500,25300,28100,32470,37190,41910,46630,52500,60000,67500,74950,80950,86950,92950,98950
